state_code,lat,lon,bird,lat_zone
AL,32.85,-88.17,Yellowhammer,middle
PA,41.62,-76.31,Northern Cardinal,middle
AZ,33.3,-112.77,Cactus Wren,middle
IL,40.53,-90.89,Northern Cardinal,middle
SD,43.21,-103.58,Ring-necked Pheasant,middle
MO,37.15,-89.99,Eastern Bluebird,middle
NM,33.49,-104.39,Greater Roadrunner,middle
IN,40.27,-85.29,Northern Cardinal,middle
CO,40.45,-102.38,Lark Bunting,middle
IN,40.18,-87.0,Northern Cardinal,middle
TX,31.06,-104.51,Northern Mockingbird,middle
OH,40.46,-83.91,Northern Cardinal,middle
FL,30.2,-83.55,Northern Mockingbird,middle
IL,39.5,-90.21,Northern Cardinal,middle
NV,40.65,-114.94,Mountain Bluebird,middle
WI,45.59,-92.09,American Robin,middle
CA,38.54,-123.25,California Quail,middle
SD,43.69,-103.0,Ring-necked Pheasant,middle
VT,44.86,-73.26,Hermit Thrush,middle
HI,19.62,-155.49,Hawaiian Nene,low
OK,34.63,-95.81,Scissor-tailed Flycatcher,middle
FL,30.79,-85.15,Northern Mockingbird,middle
UT,40.63,-112.6,California Gull,middle
AZ,31.83,-112.2,Cactus Wren,middle
LA,30.14,-93.65,Brown Pelican,middle
WY,41.64,-108.43,Western Meadowlark,middle
IL,41.9,-89.85,Northern Cardinal,middle
MD,38.44,-76.76,Baltimore Oriole,middle
ND,48.42,-98.43,Western Meadowlark,middle
ID,42.89,-114.9,Mountain Bluebird,middle
LA,31.81,-92.39,Brown Pelican,middle
MD,39.46,-76.77,Baltimore Oriole,middle
CT,41.67,-73.21,American Robin,middle
WY,42.43,-105.54,Western Meadowlark,middle
KS,37.45,-98.44,Western Meadowlark,middle
CA,35.78,-117.2,California Quail,middle
DC,38.91,-76.98,Not Recorded,middle
MS,33.67,-90.41,Northern Mockingbird,middle
ID,44.03,-111.84,Mountain Bluebird,middle
CO,40.89,-103.69,Lark Bunting,middle
KS,39.8,-96.33,Western Meadowlark,middle
MI,41.88,-85.97,American Robin,middle
SD,43.27,-96.8,Ring-necked Pheasant,middle
IN,38.86,-85.06,Northern Cardinal,middle
IN,40.37,-86.8,Northern Cardinal,middle
AR,33.62,-91.23,Northern Mockingbird,middle
RI,41.76,-71.77,Rhode Island Red,middle
MS,33.22,-90.17,Northern Mockingbird,middle
WI,46.33,-91.19,American Robin,middle
ID,48.68,-116.59,Mountain Bluebird,middle
CO,38.39,-103.59,Lark Bunting,middle
WI,44.81,-88.11,American Robin,middle
LA,32.65,-92.34,Brown Pelican,middle
TX,32.63,-102.1,Northern Mockingbird,middle
ND,46.55,-99.33,Western Meadowlark,middle
IA,41.37,-92.41,Eastern Goldfinch,middle
LA,30.1,-89.83,Brown Pelican,middle
CA,39.88,-122.84,California Quail,middle
KS,39.21,-97.23,Western Meadowlark,middle
NY,42.71,-76.15,Eastern Bluebird,middle
NE,42.51,-102.85,Western Meadowlark,middle
OK,36.53,-95.14,Scissor-tailed Flycatcher,middle
ND,47.13,-103.02,Western Meadowlark,middle
UT,40.62,-112.97,California Gull,middle
MD,39.08,-77.3,Baltimore Oriole,middle
DE,39.43,-75.58,Delaware Blue Hen,middle
NE,40.93,-96.74,Western Meadowlark,middle
AK,70.21,-160.78,Willow Ptarmigan,high
CA,33.87,-117.96,California Quail,middle
NM,33.62,-106.52,Greater Roadrunner,middle
RI,41.94,-71.71,Rhode Island Red,middle
NH,43.22,-72.41,Purple Finch,middle
LA,32.71,-93.89,Brown Pelican,middle
DC,38.93,-77.01,Not Recorded,middle
MA,42.69,-73.09,Black-capped Chickadee,middle
NE,41.62,-102.53,Western Meadowlark,middle
MI,43.48,-84.41,American Robin,middle
PA,40.54,-80.37,Northern Cardinal,middle
KS,39.14,-101.1,Western Meadowlark,middle
DE,39.03,-75.7,Delaware Blue Hen,middle
CO,38.3,-102.86,Lark Bunting,middle
RI,41.86,-71.72,Rhode Island Red,middle
MA,42.53,-72.07,Black-capped Chickadee,middle
MS,32.32,-90.63,Northern Mockingbird,middle
FL,29.61,-82.45,Northern Mockingbird,low
MA,42.58,-71.35,Black-capped Chickadee,middle
NJ,39.9,-75.06,Eastern Goldfinch,middle
WI,43.71,-90.12,American Robin,middle
RI,41.59,-71.64,Rhode Island Red,middle
IL,40.29,-90.67,Northern Cardinal,middle
MA,42.51,-71.92,Black-capped Chickadee,middle
NY,43.41,-75.14,Eastern Bluebird,middle
RI,41.47,-71.52,Rhode Island Red,middle
MS,31.91,-89.46,Northern Mockingbird,middle
WV,38.93,-79.82,Northern Cardinal,middle
MN,48.4,-96.35,Common Loon,middle
AK,60.34,-159.9,Willow Ptarmigan,high
IN,40.36,-86.75,Northern Cardinal,middle
KS,38.06,-98.88,Western Meadowlark,middle
PA,40.48,-77.61,Northern Cardinal,middle
OR,42.57,-121.86,Western Meadowlark,middle
MT,45.12,-107.82,Western Meadowlark,middle
WV,37.84,-80.62,Northern Cardinal,middle
PA,40.14,-76.58,Northern Cardinal,middle
ID,45.74,-114.81,Mountain Bluebird,middle
IL,38.59,-89.49,Northern Cardinal,middle
MA,41.97,-70.02,Black-capped Chickadee,middle
IA,40.94,-93.03,Eastern Goldfinch,middle
FL,28.48,-81.05,Northern Mockingbird,low
MS,34.43,-88.98,Northern Mockingbird,middle
MO,37.12,-92.11,Eastern Bluebird,middle
MD,39.27,-79.48,Baltimore Oriole,middle
DC,38.92,-77.02,Not Recorded,middle
KS,37.39,-98.02,Western Meadowlark,middle
WA,47.94,-122.24,Willow Goldfinch,middle
WA,48.03,-122.13,Willow Goldfinch,middle
WV,37.72,-81.28,Northern Cardinal,middle
MI,45.08,-83.82,American Robin,middle
WI,42.61,-90.6,American Robin,middle
CA,36.53,-120.96,California Quail,middle
WA,46.71,-119.18,Willow Goldfinch,middle
VA,38.35,-77.7,Northern Cardinal,middle
DC,38.97,-77.03,Not Recorded,middle
MI,45.5,-84.61,American Robin,middle
MS,31.59,-88.82,Northern Mockingbird,middle
AK,67.53,-159.4,Willow Ptarmigan,high
TX,33.31,-98.26,Northern Mockingbird,middle
SD,44.78,-98.06,Ring-necked Pheasant,middle
AL,34.69,-85.9,Yellowhammer,middle
MI,46.31,-85.68,American Robin,middle
AL,33.99,-85.88,Yellowhammer,middle
CA,33.91,-116.71,California Quail,middle
NY,41.9,-74.78,Eastern Bluebird,middle
MS,32.05,-89.59,Northern Mockingbird,middle
DC,38.98,-77.03,Not Recorded,middle
UT,37.43,-112.81,California Gull,middle
IL,42.27,-87.95,Northern Cardinal,middle
MS,33.22,-89.63,Northern Mockingbird,middle
MO,36.62,-93.67,Eastern Bluebird,middle
DC,38.89,-76.94,Not Recorded,middle
IA,42.91,-94.55,Eastern Goldfinch,middle
DE,38.47,-75.05,Delaware Blue Hen,middle
WV,38.19,-81.49,Northern Cardinal,middle
GA,34.27,-83.24,Brown Thrasher,middle
NH,42.76,-71.4,Purple Finch,middle
NM,35.14,-107.71,Greater Roadrunner,middle
NH,44.45,-71.61,Purple Finch,middle
MT,48.96,-111.08,Western Meadowlark,middle
PA,41.87,-75.57,Northern Cardinal,middle
DE,38.48,-75.22,Delaware Blue Hen,middle
MI,43.55,-83.45,American Robin,middle
MO,37.19,-89.67,Eastern Bluebird,middle
DE,39.41,-75.57,Delaware Blue Hen,middle
NY,40.9,-72.59,Eastern Bluebird,middle
ID,42.9,-116.45,Mountain Bluebird,middle
MA,42.49,-72.58,Black-capped Chickadee,middle
DC,38.95,-77.0,Not Recorded,middle
KY,37.52,-83.58,Northern Cardinal,middle
ND,47.7,-102.18,Western Meadowlark,middle
MO,39.77,-92.17,Eastern Bluebird,middle
OH,41.33,-83.62,Northern Cardinal,middle
ND,47.38,-97.82,Western Meadowlark,middle
AK,61.22,-158.33,Willow Ptarmigan,high
AZ,35.4,-113.56,Cactus Wren,middle
MD,39.16,-76.72,Baltimore Oriole,middle
WA,47.14,-119.61,Willow Goldfinch,middle
WY,44.5,-110.67,Western Meadowlark,middle
RI,41.58,-71.78,Rhode Island Red,middle
SD,45.45,-98.18,Ring-necked Pheasant,middle
AK,59.59,-139.55,Willow Ptarmigan,middle
RI,41.43,-71.75,Rhode Island Red,middle
MN,44.95,-95.36,Common Loon,middle
FL,26.23,-81.46,Northern Mockingbird,low
MA,42.46,-71.98,Black-capped Chickadee,middle
MA,42.09,-72.99,Black-capped Chickadee,middle
MI,46.39,-84.37,American Robin,middle
TN,35.86,-88.14,Northern Mockingbird,middle
KY,37.05,-84.09,Northern Cardinal,middle
SC,34.54,-82.82,Carolina Wren,middle
SD,44.41,-102.69,Ring-necked Pheasant,middle
CO,38.25,-102.66,Lark Bunting,middle
UT,40.68,-111.97,California Gull,middle
MA,42.49,-72.65,Black-capped Chickadee,middle
DC,38.91,-76.95,Not Recorded,middle
NE,42.73,-101.73,Western Meadowlark,middle
NC,35.59,-78.23,Northern Cardinal,middle
HI,20.73,-156.43,Hawaiian Nene,low
TN,36.07,-86.22,Northern Mockingbird,middle
OH,39.57,-82.7,Northern Cardinal,middle
WI,45.17,-90.56,American Robin,middle
NH,43.58,-71.5,Purple Finch,middle
VA,36.66,-80.24,Northern Cardinal,middle
NV,40.93,-117.92,Mountain Bluebird,middle
CT,41.68,-72.9,American Robin,middle
OK,36.07,-99.37,Scissor-tailed Flycatcher,middle
SC,33.85,-78.61,Carolina Wren,middle
WI,44.82,-91.72,American Robin,middle
IN,41.06,-85.08,Northern Cardinal,middle
TN,35.54,-84.94,Northern Mockingbird,middle
UT,41.96,-114.02,California Gull,middle
MI,46.64,-85.87,American Robin,middle
AL,30.81,-88.28,Yellowhammer,middle
KY,37.96,-84.58,Northern Cardinal,middle
MS,31.86,-90.19,Northern Mockingbird,middle
KS,37.41,-94.68,Western Meadowlark,middle
WY,44.62,-110.44,Western Meadowlark,middle
PA,41.1,-77.74,Northern Cardinal,middle
FL,26.55,-80.93,Northern Mockingbird,low
KY,38.33,-84.22,Northern Cardinal,middle
IL,40.95,-88.75,Northern Cardinal,middle
AZ,36.36,-113.93,Cactus Wren,middle
FL,29.94,-84.59,Northern Mockingbird,low
OH,40.15,-84.22,Northern Cardinal,middle
AL,30.37,-87.65,Yellowhammer,middle
AK,64.77,-148.77,Willow Ptarmigan,high
ND,46.82,-102.31,Western Meadowlark,middle
TX,34.38,-99.97,Northern Mockingbird,middle
NV,39.55,-114.12,Mountain Bluebird,middle
AK,62.25,-163.08,Willow Ptarmigan,high
KS,38.91,-97.5,Western Meadowlark,middle
MA,41.58,-70.5,Black-capped Chickadee,middle
GA,32.42,-84.94,Brown Thrasher,middle
MS,32.82,-89.17,Northern Mockingbird,middle
MD,38.17,-75.17,Baltimore Oriole,middle
NY,44.55,-73.69,Eastern Bluebird,middle
IA,41.17,-93.87,Eastern Goldfinch,middle
KS,38.89,-99.33,Western Meadowlark,middle
IN,38.06,-86.05,Northern Cardinal,middle
IN,40.48,-85.18,Northern Cardinal,middle
SC,34.29,-80.25,Carolina Wren,middle
VT,42.94,-72.85,Hermit Thrush,middle
LA,33.0,-92.04,Brown Pelican,middle
PA,40.44,-76.9,Northern Cardinal,middle
CO,39.75,-105.5,Lark Bunting,middle
WI,46.03,-89.57,American Robin,middle
WI,45.91,-89.4,American Robin,middle
NV,38.96,-117.26,Mountain Bluebird,middle
AL,34.06,-85.81,Yellowhammer,middle
AZ,32.66,-111.12,Cactus Wren,middle
LA,31.56,-92.81,Brown Pelican,middle
CA,35.7,-118.27,California Quail,middle
NV,38.26,-115.65,Mountain Bluebird,middle
IN,38.29,-87.06,Northern Cardinal,middle
SC,33.58,-79.77,Carolina Wren,middle
MO,38.22,-93.25,Eastern Bluebird,middle
IA,41.79,-92.83,Eastern Goldfinch,middle
NE,40.96,-99.84,Western Meadowlark,middle
FL,29.16,-81.15,Northern Mockingbird,low
IN,38.62,-85.77,Northern Cardinal,middle
WY,44.23,-108.52,Western Meadowlark,middle
MA,42.41,-73.04,Black-capped Chickadee,middle
FL,26.53,-80.91,Northern Mockingbird,low
FL,27.44,-80.55,Northern Mockingbird,low
OK,34.74,-99.63,Scissor-tailed Flycatcher,middle
VT,43.45,-72.39,Hermit Thrush,middle
NM,34.71,-106.73,Greater Roadrunner,middle
MO,39.97,-94.22,Eastern Bluebird,middle
MA,42.48,-71.13,Black-capped Chickadee,middle
FL,27.16,-82.19,Northern Mockingbird,low
SD,45.66,-100.09,Ring-necked Pheasant,middle
AK,67.48,-162.24,Willow Ptarmigan,high
WV,39.13,-78.51,Northern Cardinal,middle
SC,33.22,-81.5,Carolina Wren,middle
VT,43.86,-73.34,Hermit Thrush,middle
SD,43.63,-97.98,Ring-necked Pheasant,middle
WV,39.04,-80.8,Northern Cardinal,middle
NY,42.99,-76.85,Eastern Bluebird,middle
ME,45.61,-70.34,Chickadee,middle
LA,31.44,-93.08,Brown Pelican,middle
AR,33.67,-94.36,Northern Mockingbird,middle
CO,37.7,-107.58,Lark Bunting,middle
OR,43.24,-120.97,Western Meadowlark,middle
KY,38.3,-85.15,Northern Cardinal,middle
VT,44.74,-71.93,Hermit Thrush,middle
SC,34.12,-78.96,Carolina Wren,middle
LA,32.81,-93.5,Brown Pelican,middle
IN,39.41,-85.54,Northern Cardinal,middle
IN,39.03,-85.22,Northern Cardinal,middle
MD,38.8,-76.92,Baltimore Oriole,middle
WV,38.65,-79.71,Northern Cardinal,middle
SC,34.56,-80.53,Carolina Wren,middle
SC,34.57,-81.64,Carolina Wren,middle
OH,41.33,-81.09,Northern Cardinal,middle
MD,38.05,-75.7,Baltimore Oriole,middle
UT,37.6,-109.87,California Gull,middle
AL,32.25,-87.66,Yellowhammer,middle
CA,37.22,-118.15,California Quail,middle
AZ,34.62,-113.8,Cactus Wren,middle
NY,43.4,-74.2,Eastern Bluebird,middle
NM,35.7,-103.1,Greater Roadrunner,middle
DC,38.93,-77.1,Not Recorded,middle
IL,40.5,-90.69,Northern Cardinal,middle
TN,36.01,-86.66,Northern Mockingbird,middle
GA,30.99,-84.1,Brown Thrasher,middle
ME,45.23,-67.62,Chickadee,middle
DE,38.47,-75.33,Delaware Blue Hen,middle
CO,40.66,-107.83,Lark Bunting,middle
NE,41.88,-102.03,Western Meadowlark,middle
CO,37.42,-102.18,Lark Bunting,middle
VT,43.22,-72.44,Hermit Thrush,middle
UT,40.2,-109.62,California Gull,middle
HI,20.18,-155.84,Hawaiian Nene,low
WV,37.56,-80.43,Northern Cardinal,middle
GA,34.83,-83.75,Brown Thrasher,middle
NH,43.93,-71.08,Purple Finch,middle
ID,44.58,-113.76,Mountain Bluebird,middle
LA,32.87,-91.16,Brown Pelican,middle
IL,38.37,-88.69,Northern Cardinal,middle
TX,34.02,-101.57,Northern Mockingbird,middle
NV,40.79,-118.07,Mountain Bluebird,middle
IN,39.83,-86.79,Northern Cardinal,middle
IA,43.4,-93.58,Eastern Goldfinch,middle
NH,43.73,-71.69,Purple Finch,middle
MO,38.2,-91.66,Eastern Bluebird,middle
TN,35.06,-86.64,Northern Mockingbird,middle
SD,44.32,-98.68,Ring-necked Pheasant,middle
VA,38.15,-79.48,Northern Cardinal,middle
CA,41.71,-120.46,California Quail,middle
AR,35.56,-91.56,Northern Mockingbird,middle
KS,38.89,-99.32,Western Meadowlark,middle
NV,41.58,-119.41,Mountain Bluebird,middle
UT,40.27,-111.91,California Gull,middle
TN,36.18,-84.31,Northern Mockingbird,middle
NM,34.21,-107.09,Greater Roadrunner,middle
SD,44.17,-99.88,Ring-necked Pheasant,middle
TN,36.42,-89.3,Northern Mockingbird,middle
NV,39.61,-116.29,Mountain Bluebird,middle
MA,41.6,-70.57,Black-capped Chickadee,middle
WA,46.05,-120.34,Willow Goldfinch,middle
NV,40.01,-118.06,Mountain Bluebird,middle
GA,34.04,-83.09,Brown Thrasher,middle
HI,21.48,-157.92,Hawaiian Nene,low
MT,48.76,-114.98,Western Meadowlark,middle
OR,43.32,-120.16,Western Meadowlark,middle
NH,45.08,-71.17,Purple Finch,middle
HI,19.62,-155.77,Hawaiian Nene,low
NV,41.2,-118.39,Mountain Bluebird,middle
PA,40.15,-78.68,Northern Cardinal,middle
NJ,40.7,-74.55,Eastern Goldfinch,middle
PA,41.88,-75.67,Northern Cardinal,middle
SD,44.81,-100.98,Ring-necked Pheasant,middle
KS,39.35,-98.18,Western Meadowlark,middle
GA,30.61,-82.8,Brown Thrasher,middle
VT,44.21,-73.14,Hermit Thrush,middle
KY,36.98,-85.73,Northern Cardinal,middle
FL,29.9,-83.13,Northern Mockingbird,low
AZ,36.16,-113.69,Cactus Wren,middle
MS,33.64,-90.85,Northern Mockingbird,middle
PA,40.87,-76.72,Northern Cardinal,middle
MD,38.92,-75.89,Baltimore Oriole,middle
NV,40.26,-116.61,Mountain Bluebird,middle
NV,39.96,-114.74,Mountain Bluebird,middle
UT,38.59,-111.92,California Gull,middle
ME,45.15,-70.68,Chickadee,middle
MA,42.28,-72.0,Black-capped Chickadee,middle
AK,60.26,-155.16,Willow Ptarmigan,high
UT,39.35,-113.65,California Gull,middle
CT,41.46,-72.63,American Robin,middle
AK,63.52,-152.1,Willow Ptarmigan,high
OK,36.65,-98.51,Scissor-tailed Flycatcher,middle
ME,46.55,-69.03,Chickadee,middle
TN,36.1,-89.2,Northern Mockingbird,middle
MI,43.66,-86.32,American Robin,middle
IN,41.55,-87.36,Northern Cardinal,middle
KS,38.99,-100.12,Western Meadowlark,middle
MD,39.3,-76.52,Baltimore Oriole,middle
MN,47.13,-96.19,Common Loon,middle
OH,38.74,-83.34,Northern Cardinal,middle
NV,36.77,-114.18,Mountain Bluebird,middle
MD,38.97,-75.74,Baltimore Oriole,middle
IL,37.64,-89.33,Northern Cardinal,middle
MS,32.82,-90.16,Northern Mockingbird,middle
MS,31.2,-90.73,Northern Mockingbird,middle
CT,41.55,-72.95,American Robin,middle
WI,43.95,-89.41,American Robin,middle
SD,45.62,-101.01,Ring-necked Pheasant,middle
ND,47.27,-103.21,Western Meadowlark,middle
DE,39.42,-75.69,Delaware Blue Hen,middle
OR,42.04,-119.89,Western Meadowlark,middle
TX,35.6,-100.03,Northern Mockingbird,middle
MS,31.54,-88.59,Northern Mockingbird,middle
VA,37.7,-77.11,Northern Cardinal,middle
CT,41.44,-73.31,American Robin,middle
GA,32.3,-83.74,Brown Thrasher,middle
MT,47.94,-105.44,Western Meadowlark,middle
MT,47.41,-108.9,Western Meadowlark,middle
OK,36.64,-95.69,Scissor-tailed Flycatcher,middle
TN,36.53,-85.14,Northern Mockingbird,middle
AL,31.25,-87.35,Yellowhammer,middle
TN,35.21,-89.06,Northern Mockingbird,middle
OH,40.19,-84.19,Northern Cardinal,middle
CO,39.67,-107.36,Lark Bunting,middle
WY,44.69,-110.01,Western Meadowlark,middle
AZ,36.1,-109.84,Cactus Wren,middle
WI,43.05,-88.1,American Robin,middle
NY,42.67,-78.2,Eastern Bluebird,middle
NC,34.17,-78.54,Northern Cardinal,middle
MO,39.58,-93.76,Eastern Bluebird,middle
AK,69.59,-149.51,Willow Ptarmigan,high
UT,39.57,-110.75,California Gull,middle
VT,43.41,-73.04,Hermit Thrush,middle
MO,38.14,-93.85,Eastern Bluebird,middle
ME,46.23,-69.64,Chickadee,middle
AR,36.44,-91.95,Northern Mockingbird,middle
CO,39.99,-102.59,Lark Bunting,middle
LA,31.13,-92.87,Brown Pelican,middle
OR,42.76,-119.1,Western Meadowlark,middle
NE,42.87,-102.47,Western Meadowlark,middle
NY,41.26,-73.68,Eastern Bluebird,middle
WV,37.46,-81.33,Northern Cardinal,middle
VA,37.2,-79.95,Northern Cardinal,middle
ND,47.75,-101.37,Western Meadowlark,middle
WI,43.66,-88.66,American Robin,middle
OK,34.96,-95.15,Scissor-tailed Flycatcher,middle
KY,38.0,-84.21,Northern Cardinal,middle
MT,47.46,-114.45,Western Meadowlark,middle
LA,32.36,-91.02,Brown Pelican,middle
TX,32.73,-102.61,Northern Mockingbird,middle
WI,44.49,-87.88,American Robin,middle
ND,46.77,-101.61,Western Meadowlark,middle
ND,48.3,-99.21,Western Meadowlark,middle
OR,42.86,-119.8,Western Meadowlark,middle
OK,36.45,-97.34,Scissor-tailed Flycatcher,middle
WV,37.61,-80.7,Northern Cardinal,middle
HI,19.53,-155.52,Hawaiian Nene,low
MA,42.37,-72.58,Black-capped Chickadee,middle
NC,35.51,-79.98,Northern Cardinal,middle
AK,67.95,-148.24,Willow Ptarmigan,high
ND,46.7,-100.0,Western Meadowlark,middle
MT,46.29,-104.5,Western Meadowlark,middle
VT,43.13,-72.83,Hermit Thrush,middle
VT,43.28,-72.49,Hermit Thrush,middle
ME,43.69,-70.81,Chickadee,middle
WA,46.02,-122.6,Willow Goldfinch,middle
VT,44.48,-72.33,Hermit Thrush,middle
TN,35.85,-88.73,Northern Mockingbird,middle
MS,31.46,-89.98,Northern Mockingbird,middle
LA,31.26,-91.93,Brown Pelican,middle
SC,34.13,-80.37,Carolina Wren,middle
NV,36.94,-115.73,Mountain Bluebird,middle
OK,36.84,-98.46,Scissor-tailed Flycatcher,middle
UT,38.82,-110.28,California Gull,middle
WV,39.16,-79.83,Northern Cardinal,middle
IN,41.31,-86.86,Northern Cardinal,middle
VA,38.2,-76.93,Northern Cardinal,middle
NV,36.16,-114.33,Mountain Bluebird,middle
MN,48.44,-93.23,Common Loon,middle
WV,38.17,-81.6,Northern Cardinal,middle
MN,43.56,-93.27,Common Loon,middle
WI,45.14,-91.16,American Robin,middle
NC,35.62,-76.47,Northern Cardinal,middle
CA,34.31,-117.25,California Quail,middle
SD,43.67,-102.01,Ring-necked Pheasant,middle
AZ,36.63,-111.61,Cactus Wren,middle
KS,39.54,-101.36,Western Meadowlark,middle
MT,45.2,-105.58,Western Meadowlark,middle
AK,64.93,-161.0,Willow Ptarmigan,high
UT,38.21,-112.22,California Gull,middle
DC,38.89,-77.05,Not Recorded,middle
MS,32.09,-89.0,Northern Mockingbird,middle
MA,42.36,-71.1,Black-capped Chickadee,middle
WI,45.35,-89.24,American Robin,middle
CT,42.02,-71.88,American Robin,middle
IL,40.01,-90.65,Northern Cardinal,middle
NE,42.97,-102.66,Western Meadowlark,middle
ND,46.48,-101.57,Western Meadowlark,middle
TN,35.67,-87.16,Northern Mockingbird,middle
TX,29.68,-103.83,Northern Mockingbird,low
DC,38.85,-77.02,Not Recorded,middle
WA,48.2,-117.3,Willow Goldfinch,middle
NV,37.23,-115.73,Mountain Bluebird,middle
NM,33.7,-108.72,Greater Roadrunner,middle
DE,38.82,-75.28,Delaware Blue Hen,middle
LA,30.66,-89.97,Brown Pelican,middle
NC,36.39,-80.79,Northern Cardinal,middle
NE,40.73,-97.06,Western Meadowlark,middle
NH,43.04,-70.78,Purple Finch,middle
NH,43.86,-72.17,Purple Finch,middle
CO,40.35,-105.58,Lark Bunting,middle
IN,40.9,-85.29,Northern Cardinal,middle
HI,22.11,-159.46,Hawaiian Nene,low
WY,44.6,-109.95,Western Meadowlark,middle
CT,41.7,-72.42,American Robin,middle
MI,46.26,-84.75,American Robin,middle
WV,37.94,-82.13,Northern Cardinal,middle
NM,35.85,-106.51,Greater Roadrunner,middle
WI,44.73,-87.69,American Robin,middle
TX,29.62,-103.16,Northern Mockingbird,low
WV,38.18,-80.06,Northern Cardinal,middle
FL,30.63,-81.98,Northern Mockingbird,middle
WY,42.85,-105.51,Western Meadowlark,middle
AR,35.15,-91.67,Northern Mockingbird,middle
MD,39.69,-78.23,Baltimore Oriole,middle
OK,34.48,-97.07,Scissor-tailed Flycatcher,middle
WI,43.01,-89.98,American Robin,middle
OR,44.54,-122.31,Western Meadowlark,middle
NY,42.96,-74.27,Eastern Bluebird,middle
AR,35.18,-90.85,Northern Mockingbird,middle
OR,45.57,-117.57,Western Meadowlark,middle
OH,38.97,-81.8,Northern Cardinal,middle
WY,43.13,-104.96,Western Meadowlark,middle
ND,46.47,-102.97,Western Meadowlark,middle
LA,29.85,-89.48,Brown Pelican,low
OK,35.49,-96.73,Scissor-tailed Flycatcher,middle
KY,38.2,-83.24,Northern Cardinal,middle
FL,29.89,-82.08,Northern Mockingbird,low
AK,65.5,-142.46,Willow Ptarmigan,high
IA,42.94,-92.9,Eastern Goldfinch,middle
WY,42.78,-110.91,Western Meadowlark,middle
ND,48.81,-103.67,Western Meadowlark,middle
AR,33.27,-92.98,Northern Mockingbird,middle
PA,41.83,-79.4,Northern Cardinal,middle
TX,29.48,-100.71,Northern Mockingbird,low
MD,39.26,-76.87,Baltimore Oriole,middle
OH,39.7,-82.4,Northern Cardinal,middle
IN,40.21,-85.69,Northern Cardinal,middle
MA,41.73,-71.05,Black-capped Chickadee,middle
IN,40.43,-87.06,Northern Cardinal,middle
MT,46.32,-110.57,Western Meadowlark,middle
ID,47.76,-115.94,Mountain Bluebird,middle
UT,39.78,-111.29,California Gull,middle
CT,41.44,-72.03,American Robin,middle
ID,46.94,-116.8,Mountain Bluebird,middle
OH,39.13,-83.4,Northern Cardinal,middle
CT,41.53,-73.03,American Robin,middle
SC,33.35,-79.48,Carolina Wren,middle
MN,48.12,-93.45,Common Loon,middle
CA,38.64,-121.01,California Quail,middle
MT,45.32,-107.5,Western Meadowlark,middle
MI,44.15,-85.56,American Robin,middle
OK,35.95,-95.12,Scissor-tailed Flycatcher,middle
NV,39.03,-119.47,Mountain Bluebird,middle
WV,37.46,-81.28,Northern Cardinal,middle
